Game,Score
Die Hard: Vendetta ,6.3
Dragon's Lair 3D: Return to the Lair,7.8
James Cameron's Dark Angel,3.9
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,5
Bugdom II,8
Defender,2
James Bond 007: NightFire,8.2
Shrek Super Party,3
Mortal Kombat: Deadly Alliance,8.6
Beam Breakers,8
Mortal Kombat: Deadly Alliance,8.6
Star Wars Jedi Knight II: Jedi Outcast,8.8
Star Wars Jedi Knight II: Jedi Outcast,7.2
Haven: Call of the King,7.4
The Simpsons Skateboarding,2.5
Disney Sports Skateboarding,3
Mortal Kombat: Deadly Alliance,8.6
James Cameron's Dark Angel,4
Minority Report,5.4
Combat Mission: Barbarossa to Berlin,9
Rally Fusion: Race of Champions,7.8
James Bond 007: NightFire,8.5
Yu-Gi-Oh! The Eternal Duelist Soul,8
James Bond 007: NightFire,8.1
Battle Realms: Winter of the Wolf,7.5
Galidor: Defenders of the Outer Dimension ,4
NASCAR: Dirt to Daytona,8.3
Fighter Maker 2,7.5
Dead to Rights,8.1
Hot Wheels: Velocity X,4.6
Hot Wheels: Velocity X,4.7
Metropolismania,6.5
Dead to Rights,8.1
Spyro: Enter the Dragonfly,6
Tom Clancy's Splinter Cell,9.6
Marvel vs. Capcom 2: New Age of Heroes,8.4
Rallisport Challenge,8
Urban Champion-e,5
Baseball-e,6
Mario Bros.-e,6
Donkey Kong-e,8
Ice Climber-e,7
Project Nomads,6.3
Treasure Planet,3.5
Total Immersion Racing,5.8
NASCAR: Dirt to Daytona,8.3
Turbo Turtle Adventure,7.5
Silent Scope,7
Shox,7.8
Treasure Planet,4
Michael Schumacher Racing World Kart 2002 ,7
Medal of Honor: Allied Assault Spearhead,8.4
Soldiers of Anarchy,8
Tom Clancy's Ghost Recon,8.8
BMX XXX,6
Disney Sports Soccer,8.1
Doom II,7.8
Cubivore: Survival of the Fittest,6.7
SSX Tricky,6.5
Baldur's Gate: Dark Alliance,7.5
Rally Fusion: Race of Champions,8
Wreckless: The Yakuza Missions,6.8
Casper: Spirit Dimensions,5.5
NASCAR Thunder 2003,7.7
Medal of Honor: Frontline,7.9
Harry Potter and the Chamber of Secrets,8.7
Wreckless: The Yakuza Missions,6.8
Shrek Extra Large,3
Shinobi [2002],7.8
Sonic Mega Collection,7.5
Metroid Fusion,9.5
BMX XXX,6.8
Treasure Planet,8.5
ATV Offroad Fury 2,9
NHL 2K3,8.9
NHL 2K3 ,8.8
Rocky,8.7
Resident Evil Zero,8.2
NCAA Final Four 2003,6
Rocky,8.5
Unreal Championship,9.2
Dr. Muto,8.5
Rocky,8.3
Arx Fatalis,8
Game &amp; Watch Gallery 4,7
Metroid Prime,9.8
Frogger's Adventure 2: The Lost Wand,8
Dr. Muto,8.5
NHL 2K3,8.7
MechWarrior 4: Mercenaries,9.1
Metal Gear Solid 2: Substance,9
Superman: The Man of Steel,4.7
Harry Potter and the Chamber of Secrets,8.9
Pro Rally 2002,6.4
Tarzan: Return to the Jungle,7
Spyro: Enter The Dragonfly,6
PK: Out of the Shadows,4
WWE SmackDown! Shut Your Mouth,8.2
Tiny Toon Adventures: Wacky Stackers,5
Barbie: Secret Agent Barbie,7.5
The Sims (Deluxe Edition) ,9.5
Tiger Woods PGA Tour 2003,9
MechAssault,9.2
The Flintstones: Big Trouble in Bedrock,4
Swingerz Golf,6.9
NHL FaceOff 2003,5.2
V-Rally 3,8.8
Kakuto Chojin,6.2
RAD: Robot Alchemic Drive,7.3
Medal of Honor: Frontline,7.9
Soccer Kid,7
Rayman Arena,4.7
Phantom Crash,7.5
Hamtaro: Ham-Hams Unite!,8
Ratchet &amp; Clank,9.2
Age of Mythology,9.3
Serious Sam,7.7
FIFA Soccer 2003,7
Dual Blades,5.5
FIFA Soccer 2003,8.3
Phantasy Star Online Episode I &amp; II,9
EverQuest: Planes of Power,7.8
X-Men: Next Dimension,6.7
Zapper: One Wicked Cricket,5.5
Divine Divinity,8.5
Ripping Friends ,3
Defender,7.1
FIFA Soccer 2003,8.4
Sid Meier's Civilization III: Play the World,8.4
Robotech: The Macross Saga,5
FIFA Soccer 2003,8.4
Defender of the Crown,8
Reign of Fire,6
Taz: Wanted,5.7
Jet X2O,7
Tony Hawk's Pro Skater 4,9.2
Shenmue II,8.3
Iron Storm,8
Fatal Frame,7.7
Tiger Woods PGA Tour 2003,8.9
V-Rally 3,8
Microsoft Combat Flight Simulator 3: Battle for Europe,7.3
Grand Theft Auto: Vice City,9.7
Tony Hawk's Pro Skater 4,9
Worms Blast,6
Tiger Woods PGA Tour 2003,8.5
Sneakers,2
TransWorld Snowboarding,6.7
Driver 2 Advance,7
Monopoly (2001),5
Davis Cup Tennis ,5
Tiger Woods PGA Tour 2003,8.9
Toxic Grind,4.9
Reign of Fire,6
Reign of Fire,6
Colin McRae Rally 2.0,8.9
Tony Hawk's Pro Skater 4,9.1
X-Men: Next Dimension,7
Ty the Tasmanian Tiger,6.8
Tony Hawk's Pro Skater 4,9.3
"The Adventures of Jimmy Neutron, Boy Genius: Jimmy Neutron vs. Jimmy Negatron",6
Suikoden III,9.4
Defender,7.5
ToeJam &amp; Earl III: Mission to Earth,6.3
Contra: Shattered Soldier,8
Sniper: Path of Vengeance,3.5
WTA Tour Tennis,4
The Lord of the Rings: The Fellowship of the Ring,6.5
Star Wars: The Clone Wars,7.6
The Land Before Time,6
X-Men: Next Dimension,7.2
Backyard Football,4.5
Virtua Tennis,9
The Lord of the Rings: The Two Towers,8.3
Nickelodeon Party Blast,1.1
Deathrow: Underground Team Combat ,9.3
Shrek: Hassle at the Castle,7
Mat Hoffman's Pro BMX 2,7.6
Baldur's Gate: Dark Alliance,8.5
The House of the Dead III,8.1
Ultimate Ride Disney Coaster,7.5
Real War: Rogue States,7
The Lord of the Rings: The Fellowship of the Ring,7.5
Whacked!,6.6
Robotech: Battlecry,7.8
Doshin the Giant,6.8
Ballistic: Ecks vs. Sever,8.4
NHL Hitz 20-03,7
Wild ARMs 3,7.9
Space HoRSE,5.5
Ty the Tasmanian Tiger,7.9
Ty the Tasmanian Tiger,7.8
Kelly Slater's Pro Surfer,8
Gravity Games Bike: Street. Vert. Dirt.,2
Legaia 2: Duel Saga,7.5
Monopoly Party,4.5
Rayman Arena,3.8
Mario Party 4,6.9
BloodRayne,7.5
BloodRayne,7.8
Earth &amp; Beyond ,8.8
Heroes of Might and Magic IV: The Gathering Storm,7.7
BloodRayne,7.8
Egg Mania,7
TimeSplitters 2,9.1
Dino Island,3.5
SEGA Smash Pack,6
Namco Museum,3.9
Sub Rebellion,7
Silent Scope 3,4
Namco Museum,4
DDRMAX: Dance Dance Revolution,9.3
Barbie: Groovy Games,3
TimeSplitters 2,9.1
NBA Inside Drive 2003,8.2
NBA Starting Five,3.8
Pac-Man World 2,7
Mystic Heroes,6.3
Taz: Wanted,6.2
Antz Extreme Racing,2.4
NBA Starting Five,4
Spyro the Dragon: Season of Flame,8.5
Syberia,7.1
Antz Extreme Racing,2.4
Evolution Skateboarding,3
Knockout Kings 2003 ,8.3
Run Like Hell,6.6
Red Faction II,9.2
Batman Vengeance,6.8
Godzilla: Destroy All Monsters Melee,8.4
Prisoner of War,7.4
Fire Pro Wrestling 2,7
NBA Live 2003,8.5
Stronghold Crusader,8.4
NBA Live 2003,8.7
Bikini Karate Babes,1.5
Hitman 2: Silent Assassin,8.7
Casino Empire,6.2
NBA Live 2003,8.5
Tom and Jerry: The Magic Ring,5.5
NBA 2K3,8.7
TimeSplitters 2,9.1
NBA 2K3,8.7
Dynasty Warriors 3,6.8
NBA 2K3,8.9
RollerCoaster Tycoon 2,8
Sudden Strike II,8
The Sims: Unleashed,7
Need for Speed: Hot Pursuit 2,9
NHL 2003,8.6
Myst III: Exile ,2
NHL 2003,8.8
Zapper: One Wicked Cricket,4.1
Incoming Forces,7.9
Loons: The Fight For Fame,4.6
NHL 2003,8.7
NHL 2003,8.7
Myst III: Exile,2
Hitman 2: Silent Assassin,8.4
Super Bust-A-Move 2,7.3
Hitman 2: Silent Assassin,8.4
Conflict: Desert Storm,5.5
Big Air Freestyle,6.4
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,9
The Lord of the Rings: The Fellowship of the Ring,6
Dual Hearts,7
Ferrari F355 Challenge,7.8
SEGA Bass Fishing Duel,7
Grandia Xtreme,7.5
Need for Speed: Hot Pursuit 2,7.1
Need for Speed: Hot Pursuit 2,7.3
The Lord of the Rings: The Fellowship of the Ring,6.7
Blinx: The Time Sweeper,8.8
Unreal Tournament 2003,9
Boulder Dash EX,7.5
Capcom vs. SNK 2 EO ,6.6
Rocket Power: Beach Bandits,5
Conflict: Desert Storm,7.7
Empire Earth: The Art of Conquest,7.8
Superman: Shadow of Apokolips,7
Tribes: Aerial Assault,7.2
Super Ghouls 'N Ghosts,8.5
Tom Clancy's Ghost Recon: Island Thunder,8.4
Egg Mania: Eggstreme Madness,6.3
AirForce Delta Storm,7.1
"Monsters, Inc.",2.5
Links 2003,8.6
Tekken 4,9
NCAA College Football 2K3,6.4
Go! Go! Beckham! Adventure of Soccer Island,7
Taz: Wanted,6.5
Super Mario Advance 3: Yoshi's Island,9.4
NBA ShootOut 2003,7.3
Burnout 2: Point of Impact,9
Spring Break,7.8
Star Fox Adventures,9
Creatures,2.6
SEGA Soccer Slam,6
Mega Man Zero,8.8
The Italian Job,6
NASCAR Thunder 2003 ,8.5
Sly Cooper and the Thievius Raccoonus,8.5
Kelly Slater's Pro Surfer,8
NASCAR Thunder 2003,8.5
Robotech: Battlecry,8.2
America's Army,8.8
Egg Mania: Eggstreme Madness,5.3
Tiny Toon Adventures: Plucky's Big Adventure,2.3
Egg Mania: Eggstreme Madness,5.3
Commandos 2: Men of Courage,7
Robotech: Battlecry,8
Industry Giant II,7.2
NASCAR Thunder 2003,8.5
Terminator: Dawn of Fate,5.3
Kelly Slater's Pro Surfer,8.9
Scooby-Doo! Night of 100 Frights,6.1
Air Hockey-e,6
Kelly Slater's Pro Surfer,8.9
Terminator: Dawn of Fate,5.6
4x4 Evo 2,5.3
The Scorpion King: Rise of the Akkadian,5.7
Crash Bandicoot: The Wrath of Cortex,6.9
Taz: Wanted,6.7
Excitebike-e,8
Tennis-e,6
Donkey Kong Jr.-e ,8
Pinball-e,5
The Chessmaster 9000,8.2
Balloon Fight-e,7
Soldier of Fortune II: Double Helix,9
Summoner 2,8.4
Kingdom Hearts,9
Battlefield 1942,9.3
Dino Stalker,4
Quantum Redshift,6.2
Castlevania: Harmony of Dissonance,9.2
Ninja Assault,5
Kong: The Animated Series,5
NHL Hitz 20-03,8.2
NHL Hitz 20-03,8.4
GunGrave,8
NHL Hitz 20-03,8.4
Geoff Crammond's Grand Prix 4,8.3
Chase: Hollywood Stunt Driver,4.9
MLB SlugFest 20-03,8.2
Prince of Qin,6.8
Dynasty Tactics,7.6
Hard Hitter Tennis,4
Magical Mirror Starring Mickey Mouse,4.8
Sabrina the Teenage Witch: Potion Commotion,6
Emperor: Rise of the Middle Kingdom ,8.8
Freekstyle,8.2
The Scorpion King: Rise of the Akkadian,6.2
The Thing,8.5
Mobile Suit Gundam: Federation vs. Zeon,7
Armored Core 3,7.3
Mobile Forces,6.8
Farscape,4.5
Riding Spirits,6.1
Chessmaster,7.5
Animal Crossing,9.1
Icewind Dale II,9
Pac-Man Fever,4.5
Power Rangers: Wild Force,5.5
Blade II,4.9
Commandos 2: Men of Courage,7
Blade II,5.2
Pac-Man Fever,4.9
Turok: Evolution,6.3
Turok: Evolution,7.1
Turok: Evolution,6.9
Turok: Evolution,8
The Feeble Files,5.8
Monster Force,6.5
SEGA GT 2002,8.8
ATV Quad Power Racing ,5.5
The Thing,8.3
Mafia,9.2
MechWarrior 4: Clan Mech Pak,6
Aggressive Inline,7
MLB SlugFest 20-03,8.1
Celtic Kings: Rage of War,8.2
MoonBase Commander,8
Onimusha 2: Samurai's Destiny,8.9
Madden NFL 2003,8.2
Medieval: Total War,8.9
SOCOM: U.S. Navy SEALs,7.5
Super Monkey Ball 2,9
Urban Yeti,7
Madden NFL 2003,9.2
Super Mario Sunshine,9.4
Aliens vs. Predator 2: Primal Hunt,6
Prisoner of War,6.9
SEGA Soccer Slam,8.3
Magical Quest Starring Mickey &amp; Minnie,6
The Thing,8.3
U.S. Open 2002,6.4
Buffy the Vampire Slayer,8.2
Mat Hoffman's Pro BMX 2,8.5
Dead to Rights,8.5
Duke Nukem Advance ,9
Street Hoops,6.7
Street Hoops,6.7
NFL Blitz 20-03,7.8
Mat Hoffman's Pro BMX 2,8.1
NFL Blitz 20-03,7.8
NFL Blitz 20-03,1
NFL Blitz 20-03,7.8
Clive Barker's Undying,9
Mat Hoffman's Pro BMX 2,8.1
Beach Spikers,8.2
Smuggler's Run: Warzones,8.4
NFL GameDay 2003,7
BCT Commander,4
NCAA GameBreaker 2003,5.5
NFL 2K3,9.1
NFL 2K3,9.2
Stronghold,8.7
NFL 2K3,9
xXx,6
Enclave,7.2
Madden NFL 2003,9.1
Madden NFL 2003,8.8
Madden NFL 2003,8.8
GunMetal,6.7
Capcom vs. SNK: Millennium Fight 2000 Pro ,8.2
NCAA College Football 2K3,6.8
Hidden Invasion,3.5
NCAA College Football 2K3,6.8
Aggressive Inline,9.1
Tsunami 2265,3
NFL Fever 2003,7.7
Operation Flashpoint: Resistance,7.9
Fallout 2,8.9
c-12: Final Resistance,6.8
The Partners,6
Hooligans,2.3
Barbarian,7.4
UFC: Throwdown,6.7
Stuart Little 2,7
WTA Tour Tennis,4.5
SEGA Sports Tennis,8.5
Medabots AX: Metabee Version,6
Medabots AX: Rokusho Version,6
Rock Manager,5
Shifters,4
Crime Patrol 2: Drug Wars,1
Mike Tyson Heavyweight Boxing,3.1
Totaled!,6.1
Legion,4
Crazy Taxi 3: High Roller ,6.5
Stuart Little 2,5
Aggressive Inline,9.1
GT Advance 2 Rally Racing,8.4
The Mark of Kri,8.8
NCAA Football 2003,8.9
NCAA Football 2003,8.9
NCAA Football 2003,8.9
Hey Arnold! The Movie,5.5
Warcraft III: Reign of Chaos,9.3
MechWarrior 4: Inner Sphere Mech Pak,5.5
Delta Force: Task Force Dagger,6
Robopon 2: Ring Version,7
Medal of Honor: Allied Assault,9.3
Birdie Shoot,6.5
Fireblade,7.7
Men In Black II: Alien Escape,4
Zoo Tycoon: Dinosaur Digs,7
F1 2002,9.3
OttoMatic,7
Assimilation,6.8
Magic: The Gathering Online,7.5
Bruce Lee: Quest of the Dragon,3.9
Warcraft III: Reign of Chaos,9.3
F1 2002,7
LEGO Soccer Mania ,5.5
Le Mans 24 Hours,6
OttoMatic,7
Barbarian,7.8
NASCAR Heat 2002,5
Pryzm: Chapter One: The Dark Unicorn,7
Romance of the Three Kingdoms VII,8.5
Jazz and Faust,2.2
Tetris Worlds,4.6
RedCard 20-03,6.4
Resident Evil Gaiden,4
Mike Tyson Heavyweight Boxing,2.6
Tetris Worlds,4.6
WTA Tour Tennis,5.8
Shadow of Destiny,8.7
RedCard 20-03,7.2
Sky Gunner,7.8
Sid Meier's Civilization III,9
MLB SlugFest 20-03,8.3
Ultimate Ride Coaster Deluxe,7.5
Aero the Acrobat,7.9
Age of Wonders II: The Wizard's Throne,8.5
Downforce,7.1
Splashdown,7.3
Neverwinter Nights,9
Eternal Darkness: Sanity's Requiem ,9.6
Bomberman Max 2: Red Advance,7.5
Bomberman Max 2: Blue Advance,7.5
Stitch: Experiment 626,6
Legion: The Legend of Excalibur,7.8
Nicktoons Racing,8
The Pinball of the Dead,8
Stuntman,8.6
Lilo &amp; Stitch,5
WipEout Fusion,9
The Italian Job,7.5
Earthworm Jim 2,4
Operation Blockade,4
The Elder Scrolls III: Morrowind,9.4
Freekstyle,8.2
Mega Man Battle Network 2,8.5
Frogger Advance: The Great Quest,7
E.T. The Extra-Terrestrial,3.5
MX Superfly,8.4
Outlaw Golf,7.2
MX Superfly,8.5
F1 2002,7.6
Dropship: United Peace Force,7.9
Lilo &amp; Stitch,8
Extreme PaintBrawl 4,4
Punch King ,6
Gore: Ultimate Soldier,8
Legends of Wrestling,5.4
GTC Africa,7.7
Lethal Skies: Elite Pilot -- Team SW,4.9
Monster Jam: Maximum Destruction,3.6
Bomberman Generation,8.1
Endgame,3.5
ZooCube,5.3
Shantae,9
Pac-Man All-Stars,6.4
Test Drive,7.3
Quake II,8.3
Quake III: Arena,9.3
Oni,8
Unreal Tournament [1999],9.6
Risk II,8.9
Madden NFL 2000,8
Majesty: The Fantasy Kingdom,9
Hoyle Casino [2000],8.8
Goofy Golf Deluxe,6
Carmageddon 2: Carpocalypse Now,7
Falcon 4.0,8.4
Age of Empires,7
Caesar III,8.7
Diablo II ,8.3
Deus Ex,9.4
Fly!,6
Dark Vengeance,6.8
Descent 3,9
Imperialism II: The Age of Exploration,8.4
WWE WrestleMania X8,7
Civilization: Call to Power,4.8
StarCraft: Brood War,8
Dark Colony,6
ZooCube,7.8
Bugdom,7
Star Trek: Voyager: Elite Force,9
Muscle Car 2: American Spirit,1.5
Muppet Pinball Mayhem,7.9
UFC: Throwdown,7.4
Scooby-Doo! Night of 100 Frights,6.7
All-Star Baseball 2003,7.8
Lost Kingdoms,5.9
SpyHunter,7.2
Way of the Samurai,7.8
Star Wars Jedi Starfighter,8
Legends of Wrestling,7
MotoGP: Ultimate Racing Technology,8.8
Medal of Honor: Frontline,8
Desert Strike Advance ,8
Test Drive,7.7
World Series Baseball,9
Looney Tunes: Space Race,6.9
Duke Nukem: Manhattan Project,7.7
2002 FIFA World Cup,9.3
Aggressive Inline,9.4
Rally Trophy,7.6
The Sum of All Fears,8.7
Grand Theft Auto III,9.4
Baseball Mogul 2003,8.9
Soldier of Fortune II: Double Helix,8.8
Hunter: The Reckoning,8.7
Warrior Kings,7.8
Star Wars Galactic Battlegrounds: The Clone Campaigns,7.8
The Elder Scrolls III: Morrowind,9.4
Tactics Ogre: The Knight of Lodis,8.5
Star Wars: Episode II Attack of the Clones,6.5
Smashing Drive,3.3
Headhunter,8.4
Atari Revival,5.2
Factory Mogul,5.8
Tiger Woods PGA Tour Golf,6
Dragon Ball Z: The Legacy of Goku,5.8
Virtua Striker 2002,5.1
Army Men: RTS ,7.7
Britney's Dance Beat,5.5
Die Hard: Nakatomi Plaza,5.5
Tac Ops: Assault on Terror,5.6
Dance Dance Revolution Konamix,9.5
Arc the Lad Collection,8.8
Jane's Attack Squadron,4.5
Alfred Hitchcock Presents: The Final Cut,6.1
Hooters Road Trip,2
TransWorld Surf,7.8
Deus Ex: The Conspiracy,7.9
Burnout,7.6
Spider-Man: The Movie,8
Blender Bros.,7.8
Burnout,7.8
Crash Bandicoot: The Wrath of Cortex,6.7
Resident Evil,9
Trainz,8
2002 FIFA World Cup,8.2
Wolfenstein 3-D,5
2002 FIFA World Cup,8.2
Britney's Dance Beat,5
The Operative: No One Lives Forever,6.9
Gauntlet: Dark Legacy,4.9
2002 FIFA World Cup,8.3
Virtual Kasparov ,6.5
Goemon: New Age Shutsudo,6.5
Spider-Man: The Movie,8.4
Spider-Man: The Movie,7.6
Star X,4.5
"Monsters, Inc.",2.9
Spider-Man: The Movie,8.8
Spider-Man: The Movie,8.4
RedCard 20-03,7.2
Breath of Fire II,8.3
High Heat Major League Baseball 2003,7
Might and Magic IX,6.7
Top Angler: Real Bass Fishing,3.9
Cossacks: The Art of War,7.5
Motocross Maniacs Advance,6
Donald Duck: Goin' Quackers,5.2
Heroes of Might and Magic IV,8.7
The Three Stooges,6
Carnivores: Cityscape,6.5
Broken Sword: The Shadow of the Templars,7.5
Pirates: The Legend of Black Kat,6
Global Operations,8.4
Tom Clancy's Rainbow Six: Rogue Spear,8.4
The Scorpion King: Sword of Osiris,8
The Sims: Vacation,8
ESPN MLS Extra Time 2002 ,7.1
Monster Jam: Maximum Destruction,5.5
Tony Hawk's Pro Skater 3,9.3
ESPN MLS Extra Time 2002,7.1
James Bond 007: Agent Under Fire,7.6
Dungeon Siege,8.5
Driven,3.6
Tetris Worlds,3.8
Atari Anniversary Advance,8
Savage Skies,4
World of Outlaws: Sprint Cars 2002,7.3
Blood Omen 2: Legacy of Kain,7.1
MotoGP [2002],6.9
Army Men: RTS,5.4
Star Wars Jedi Knight II: Jedi Outcast,9
Smash Court Tennis Pro Tournament,8
Tom Clancy's Ghost Recon: Desert Siege,8.6
King's Field: The Ancient City,6.6
Shrek Swamp Kart Speedway,3
Konami Collector's Series: Arcade Advanced,9
NFL Blitz 20-02,7.9
ESPN International Winter Sports 2002,5.5
Freedom Force,9.3
WRC: World Rally Championship,8.7
Blood Omen 2: Legacy of Kain,7.7
Blood Omen 2: Legacy of Kain ,7.4
High Heat Major League Baseball 2003,5.1
Space Invaders,8.1
Baseball Advance,8.8
NFL Blitz 20-02,8
Real Pool 2,3
NBA 2K2,8.6
Triple Play 2002,3.8
Ice Age,4.5
Virtua Fighter 4,9.3
NHL 2002,7.9
Peter Pan in Disney's Return to Never Land,5.3
Home Run King,6.2
SEGA Soccer Slam,8.2
GunValkyrie,9
James Bond 007: Agent Under Fire,7.7
Mad Maestro,6.5
Bloody Roar: Primal Fury,7.7
Mister Mosquito,7.5
Dark Planet: Battle for Natrolis,7.5
Diggles: The Myth of Fenris,7.2
SpyHunter,6.8
Herdy Gerdy,7.5
Sled Storm,8.5
Triple Play 2002,5.9
Mike Tyson Boxing ,4.8
SpyHunter,7
Warlords Battlecry II,8.5
Gauntlet: Dark Legacy,5
Shadow Man: 2econd Coming,7.7
Star Wars Jedi Starfighter,9
Army Men: Operation Green,6.2
Knockout Kings 2002,8.9
Grandia II,7.9
All-Star Baseball 2003,8.3
Hot Shots Golf 3,8
NBA Jam 2002,2
Fighter Ace III,8.2
NASCAR Racing 2002 Season,8.9
Pac-Man World 2,7
Moto Racer 3,6.9
Eve of Extinction,3.5
Tony Hawk's Pro Skater 3,9.6
Tony Hawk's Pro Skater 3,9.5
18-Wheeler American Pro Trucker,5
Zone of the Enders: The Fist of Mars,6.3
Fatal Frame,7.9
Destroyer Command,5.6
Knockout Kings 2002,8.8
Jeremy McGrath Supercross World,3.8
American Hunting Volume 1: Varmint Hunter ,1.2
Peter Pan in Disney's Return to Never Land,5
Command &amp; Conquer Renegade,7.4
Ecco the Dolphin: Defender of the Future,7.8
Crash Bandicoot: The Huge Adventure,9
All-Star Baseball 2003,8.9
All-Star Baseball 2003,8.9
RalliSport Challenge,9.2
Tiger Woods PGA Tour 2002,8
Pac-Man World 2,7.9
World Tour Soccer 2002,8.1
Salt Lake 2002,2
Circus Maximus: Chariot Wars,3.8
ESPN NBA 2Night 2002,5.7
NBA 2K2,8.8
Doubutsu no Mori,8.6
NBA Street,8.6
Pirates: The Legend of Black Kat,7.3
Columns Crown,7.2
Gitaroo-Man,8.5
Star Wars Racer Revenge,8.4
Jet Set Radio Future,9.1
Star Trek: Bridge Commander,9
UFC: Tapout,8.3
Puyo Pop,9
ESPN Winter X Games Snowboarding 2002 ,7.2
Breath of Fire,7.6
New Legends,5.5
Tiger Woods PGA Tour 2002,8.2
MotoGP 2,7.8
Hunting Unlimited,7.5
State of Emergency,8.3
Jekyll &amp; Hyde [2001],2.7
Smashing Drive,3.4
Tropico: Paradise Island,8.5
Darkened Skye,7
High Heat Major League Baseball 2003,8.8
Maximo: Ghosts to Glory,9.2
Dark Summit,6.5
Prehistorik Man,6
NHL 2K2,9.2
Mall Tycoon,4.7
ESPN International Winter Sports 2002,5.5
NFL Blitz 20-02,8
ESPN International Winter Sports 2002,5.5
Super Mario Advance 2: Super Mario World,9.3
Sonic Adventure 2: Battle,6.9
WWF Raw [2002],9.1
Hot Wheels: Burnin' Rubber,8
Jonny Moseley Mad Trix,3
ESPN NFL Prime Time 2002 ,4
GoDai Elemental Force,2.5
Donald Duck Advance,6.5
Wreckless: The Yakuza Missions,9
Grandia II,7
Serious Sam: The Second Encounter,9.2
Salt Lake 2002,5.1
Forever Kingdom,7
Sonic Advance,9.1
Star Wars Starfighter,7.7
Drakan: The Ancients' Gates,8.1
Salt Lake 2002,2
Genma Onimusha,8.3
Kao the Kangaroo,5
Tekken Advance,8.5
Dark Arena,8
AirBlade,7.7
SimGolf,8.5
Disciples II: Dark Prophecy,8.6
Demon World: Dark Armies,3
Baseball Mogul 2002,8.7
Car Tycoon,4.2
WWF Road to Wrestlemania,3
The Powerpuff Girls: Mojo Jojo A-Go-Go!,6.5
NBA Inside Drive 2002,8.7
Star Wars: Jedi Power Battles ,4
NBA Courtside 2002,7.5
Mobile Suit Gundam: Zeonic Front,6.5
Black &amp; White: Creature Isle,7.9
Original War,4.5
Parappa The Rapper 2,7
Hoshigami: Ruining Blue Earth,4
Medal of Honor: Allied Assault,9.3
Trevor Chan's Capitalism II,9
Gothic,8.6
Harvest Moon GBC 3,7
Driven,6.5
NBA 2K2,8.6
The Simpsons Road Rage,5.8
Cel Damage,6.3
NFL QB Club 2002,5.4
NCAA March Madness 2002,5
MX 2002 Featuring Ricky Carmichael,5
Mortal Kombat Advance,2
Backyard Basketball 2004,6.5
Universal Studios Theme Park Adventure,3
NFL 2K2,8.3
Tetris Worlds,5.7
Clusterball,6.8
Rez,8.5
Headhunter ,9
Conflict Zone: Modern War Strategy,5.6
Battlecruiser Millennium,7.2
Silent Hill 2: Restless Dreams,8.2
Fighting Legends,6.5
Blood Wake,8.4
Mega Man X6,8
Star Wars: Obi-Wan,5.9
Jade Cocoon 2,7.9
Giants: Citizen Kabuto,8
Wizardry: Tale of the Forsaken Land,7.2
Shadow Hearts,5.5
The Legend of Alon D'ar,4.3
Star Trek: Voyager: Elite Force,6
EverQuest: Shadows of Luclin,8.5
Frank Herbert's Dune,8.2
Combat,5
Planet of the Apes,6
Final Fantasy X,9.5
Casino Tycoon,6.2
Planet of the Apes,6
Nightcaster,7.3
Ballistics,7.2
Dig Dug Deeper,6.5
Wizardry VIII,7.5
Rampage: Puzzle Attack ,8.5
Survivor: The Interactive Game,2.4
Shaun Palmer's Pro Snowboarder,4
Cruis'n Velocity,6
Midway's Greatest Arcade Hits,3.5
Frogger's Adventure: Temple of the Frog,8
Lineage: The Blood Pledge,7.8
Legends of Wrestling,4.9
Batman Vengeance,8.2
Tennis Masters Series,6.5
The Simpsons Road Rage,6.4
Fatal Fury: Mark of The Wolves,9
Max Payne,8.1
NHL 2002,9
Soccer America International Cup,6
F1 2001,8.5
Beyond Atlantis II: The New World,8.3
Max Payne,8.9
Patrician II: Quest for Power,7.9
Dragon Rage,6.2
SSX Tricky,9
Tsugunai: Atonement,8.4
No Rules: Get Phat,3
American Bass Challenge,8
Soul Reaver 2: Legacy of Kain,8.8
Mat Hoffman's Pro BMX ,8.6
Azurik: Rise of Perathia,6.5
S.W.I.N.E.,6.5
Monster Rancher Advance,6.5
Dave Mirra Freestyle BMX 2,8.4
Namco Museum,7
The Sims: Hot Date,8.4
MX 2002 Featuring Ricky Carmichael,7.5
NASCAR Heat 2002,7.8
Star Wars Starfighter: Special Edition,7.8
Etherlords,8.1
Larry Ragland's 4x4 Challenge,5
Jak and Daxter: The Precursor Legacy,9.4
Super Bust-A-Move,8.8
Kohan: Ahriman's Gift,8.3
Conflict Zone: Modern War Strategy,6.7
Star Trek: Armada II,7.4
Baldur's Gate: Dark Alliance,9.4
Hot Wheels: Extreme Racing,5
NFL GameDay 2002,6
Pikmin,9.1
Arctic Thunder,6
Super Smash Bros. Melee,9.6
Trade Empires,8.3
Ecks vs. Sever,9
Schizm: Mysterious Journey ,3
Diva Starz: Mall Mania,2
Return to Castle Wolfenstein,9
ESPN Great Outdoor Games: Bass 2002,4
Jackie Chan Adventures: Legend of the Dark Hand,7
Frogger: The Great Quest,3
Empire Earth,8.5
Takeda,6.5
SSX Tricky,7.9
The Powerpuff Girls: Chemical X-Traction,2
Dokapon: Monster Hunter,7.5
